"RGN09CD","Year","Sex","Age_Group","Deprivation_Quintile","Ethnic_Group","population_estimates"
"E12000004",2020,"Males","65-74","4","Black",180.648828129409
"E12000004",2020,"Males","65-74","5","Black",132.847922228197
"E12000004",2020,"Males","65-74","1","Mixed",204.740956316019
"E12000004",2020,"Males","65-74","2","Mixed",173.983302379066
"E12000004",2020,"Males","65-74","3","Mixed",156.029507549309
"E12000004",2020,"Males","65-74","4","Mixed",184.926563222633
"E12000004",2020,"Males","65-74","5","Mixed",175.786680861403
"E12000004",2020,"Males","65-74","1","Other",101.864865105392
"E12000004",2020,"Males","65-74","2","Other",123.909810958193
"E12000004",2020,"Males","65-74","3","Other",122.554673273329
"E12000004",2020,"Males","65-74","4","Other",151.52987053222
"E12000004",2020,"Males","65-74","5","Other",149.146775873655
"E12000004",2020,"Males","65-74","1","White",30677.9788477023
"E12000004",2020,"Males","65-74","2","White",40204.5386830122
"E12000004",2020,"Males","65-74","3","White",47565.3863746394
"E12000004",2020,"Males","65-74","4","White",60397.9040223811
"E12000004",2020,"Males","65-74","5","White",62504.9570816696
"E12000004",2020,"Males","75-84","1","Asian",806.667045700164
"E12000004",2020,"Males","75-84","2","Asian",1205.34101820985
"E12000004",2020,"Males","75-84","3","Asian",821.713926739329
"E12000004",2020,"Males","75-84","4","Asian",626.126779369323
"E12000004",2020,"Males","75-84","5","Asian",674.784473246357
"E12000004",2020,"Males","75-84","1","Black",436.316267386922
"E12000004",2020,"Males","75-84","2","Black",232.78898012479
"E12000004",2020,"Males","75-84","3","Black",179.47422602167
"E12000004",2020,"Males","75-84","4","Black",129.111216936481
"E12000004",2020,"Males","75-84","5","Black",95.1148812309775
"E12000004",2020,"Males","75-84","1","Mixed",85.4038003246068
"E12000004",2020,"Males","75-84","2","Mixed",77.9274995677693
"E12000004",2020,"Males","75-84","3","Mixed",73.8882025173417
"E12000004",2020,"Males","75-84","4","Mixed",86.5969702315032
"E12000004",2020,"Males","75-84","5","Mixed",82.4620719538257
"E12000004",2020,"Males","75-84","1","Other",28.4086181301212
"E12000004",2020,"Males","75-84","2","Other",37.1058249543445
"E12000004",2020,"Males","75-84","3","Other",38.8017636415037
"E12000004",2020,"Males","75-84","4","Other",47.4411138197578
"E12000004",2020,"Males","75-84","5","Other",46.7773238385942
"E12000004",2020,"Males","75-84","1","White",16249.0358119442
"E12000004",2020,"Males","75-84","2","White",22865.8124983938
"E12000004",2020,"Males","75-84","3","White",28601.4318778811
"E12000004",2020,"Males","75-84","4","White",35913.1624365661
"E12000004",2020,"Males","75-84","5","White",37231.5503712636
"E12000004",2020,"Males","85+","1","Asian",224.03456326652
"E12000004",2020,"Males","85+","2","Asian",330.512938317465
"E12000004",2020,"Males","85+","3","Asian",217.116727041417
"E12000004",2020,"Males","85+","4","Asian",166.42053681861
"E12000004",2020,"Males","85+","5","Asian",183.102299094365
"E12000004",2020,"Males","85+","1","Black",188.423800186493
"E12000004",2020,"Males","85+","2","Black",99.2555020311259
"E12000004",2020,"Males","85+","3","Black",73.7374931173049
"E12000004",2020,"Males","85+","4","Black",53.3607908887872
"E12000004",2020,"Males","85+","5","Black",40.1320024520675
"E12000004",2020,"Males","85+","1","Mixed",30.4261995792456
"E12000004",2020,"Males","85+","2","Mixed",27.4106335791576
"E12000004",2020,"Males","85+","3","Mixed",25.0436451228719
"E12000004",2020,"Males","85+","4","Mixed",29.5254918383479
"E12000004",2020,"Males","85+","5","Mixed",28.7033616445019
"E12000004",2020,"Males","85+","1","Other",9.97161662167531
"E12000004",2020,"Males","85+","2","Other",12.8592421587428
"E12000004",2020,"Males","85+","3","Other",12.9574295423721
"E12000004",2020,"Males","85+","4","Other",15.9365485712068
"E12000004",2020,"Males","85+","5","Other",16.0420122148569
"E12000004",2020,"Males","85+","1","White",5209.98215094482
"E12000004",2020,"Males","85+","2","White",7238.57530771993
"E12000004",2020,"Males","85+","3","White",8724.65658893944
"E12000004",2020,"Males","85+","4","White",11020.1173575033
"E12000004",2020,"Males","85+","5","White",11663.469760804
"E12000005",2020,"Females","0-24","1","Asian",99145.4822707891
"E12000005",2020,"Females","0-24","2","Asian",29028.476166034
"E12000005",2020,"Females","0-24","3","Asian",18354.3398755354
"E12000005",2020,"Females","0-24","4","Asian",10807.3077995162
"E12000005",2020,"Females","0-24","5","Asian",8550.26857987289
"E12000005",2020,"Females","0-24","1","Black",27235.210504727
"E12000005",2020,"Females","0-24","2","Black",7263.8141899292
"E12000005",2020,"Females","0-24","3","Black",3185.58691571432
"E12000005",2020,"Females","0-24","4","Black",1378.93137852128
"E12000005",2020,"Females","0-24","5","Black",864.173695399316
"E12000005",2020,"Females","0-24","1","Mixed",26046.6100566801
"E12000005",2020,"Females","0-24","2","Mixed",10483.0111125007
"E12000005",2020,"Females","0-24","3","Mixed",6950.38863774838
"E12000005",2020,"Females","0-24","4","Mixed",4774.0236796277
"E12000005",2020,"Females","0-24","5","Mixed",3678.22492821625
"E12000005",2020,"Females","0-24","1","Other",6079.98668697729
"E12000005",2020,"Females","0-24","2","Other",1954.96155243174
"E12000005",2020,"Females","0-24","3","Other",1200.64531105057
"E12000005",2020,"Females","0-24","4","Other",751.224903846899
"E12000005",2020,"Females","0-24","5","Other",637.286633597738
"E12000005",2020,"Females","0-24","1","White",164894.635062751
"E12000005",2020,"Females","0-24","2","White",123820.947603745
"E12000005",2020,"Females","0-24","3","White",128365.284970606
"E12000005",2020,"Females","0-24","4","White",113473.338361277
"E12000005",2020,"Females","0-24","5","White",89529.6911228867
"E12000005",2020,"Females","25-49","1","Asian",90441.9200363252
"E12000005",2020,"Females","25-49","2","Asian",30231.2331773808
"E12000005",2020,"Females","25-49","3","Asian",20232.4034315412
"E12000005",2020,"Females","25-49","4","Asian",12141.5772083165
"E12000005",2020,"Females","25-49","5","Asian",10336.7544608815
"E12000005",2020,"Females","25-49","1","Black",25228.5542890449
"E12000005",2020,"Females","25-49","2","Black",7181.42713736728
"E12000005",2020,"Females","25-49","3","Black",3294.64757698318
"E12000005",2020,"Females","25-49","4","Black",1425.48079009257
"E12000005",2020,"Females","25-49","5","Black",811.987171992146
"E12000005",2020,"Females","25-49","1","Mixed",12667.5397083893
"E12000005",2020,"Females","25-49","2","Mixed",4809.22648012402
"E12000005",2020,"Females","25-49","3","Mixed",3217.40757438989
"E12000005",2020,"Females","25-49","4","Mixed",2153.6220413269
"E12000005",2020,"Females","25-49","5","Mixed",1529.06318241496
"E12000005",2020,"Females","25-49","1","Other",6322.84342770758
"E12000005",2020,"Females","25-49","2","Other",2584.34731659934
"E12000005",2020,"Females","25-49","3","Other",1729.71904608325
"E12000005",2020,"Females","25-49","4","Other",1101.33143771616
"E12000005",2020,"Females","25-49","5","Other",1018.63401994393
"E12000005",2020,"Females","25-49","1","White",177482.766236306
"E12000005",2020,"Females","25-49","2","White",142510.239155636
"E12000005",2020,"Females","25-49","3","White",145669.138432356
"E12000005",2020,"Females","25-49","4","White",130926.47208299
"E12000005",2020,"Females","25-49","5","White",101645.919578054
"E12000005",2020,"Females","50-64","1","Asian",22877.9121724778
"E12000005",2020,"Females","50-64","2","Asian",8310.90393286404
"E12000005",2020,"Females","50-64","3","Asian",6522.75666295288
"E12000005",2020,"Females","50-64","4","Asian",3742.30831913892
"E12000005",2020,"Females","50-64","5","Asian",3720.70888069242
"E12000005",2020,"Females","50-64","1","Black",13186.623900858
"E12000005",2020,"Females","50-64","2","Black",4132.91144479169
"E12000005",2020,"Females","50-64","3","Black",2232.2876190486
"E12000005",2020,"Females","50-64","4","Black",1077.72697387855
"E12000005",2020,"Females","50-64","5","Black",690.129728290017
"E12000005",2020,"Females","50-64","1","Mixed",2708.62912188493
"E12000005",2020,"Females","50-64","2","Mixed",1141.45915366321
"E12000005",2020,"Females","50-64","3","Mixed",1019.01338112896
"E12000005",2020,"Females","50-64","4","Mixed",797.815837499704
"E12000005",2020,"Females","50-64","5","Mixed",516.49994981256
"E12000005",2020,"Females","50-64","1","Other",1236.39791321974
"E12000005",2020,"Females","50-64","2","Other",639.123111119128
"E12000005",2020,"Females","50-64","3","Other",539.002217051316
"E12000005",2020,"Females","50-64","4","Other",337.600673886789
"E12000005",2020,"Females","50-64","5","Other",320.003373844421
"E12000005",2020,"Females","50-64","1","White",100047.768170019
"E12000005",2020,"Females","50-64","2","White",89961.7403040454
"E12000005",2020,"Females","50-64","3","White",108961.923382563
"E12000005",2020,"Females","50-64","4","White",104500.323116689
"E12000005",2020,"Females","50-64","5","White",87328.019658563
"E12000005",2020,"Females","65-74","1","Asian",9300.81526903084
"E12000005",2020,"Females","65-74","2","Asian",3024.98397789051
"E12000005",2020,"Females","65-74","3","Asian",2280.35632634636
"E12000005",2020,"Females","65-74","4","Asian",1398.37362440706
"E12000005",2020,"Females","65-74","5","Asian",1380.2187938715
"E12000005",2020,"Females","65-74","1","Black",2613.74818288762
"E12000005",2020,"Females","65-74","2","Black",740.58381926858
"E12000005",2020,"Females","65-74","3","Black",329.990635475602
"E12000005",2020,"Females","65-74","4","Black",158.665473026271
"E12000005",2020,"Females","65-74","5","Black",78.2080528206794
"E12000005",2020,"Females","65-74","1","Mixed",385.954085627956
"E12000005",2020,"Females","65-74","2","Mixed",207.283647496155
"E12000005",2020,"Females","65-74","3","Mixed",193.452938982701
"E12000005",2020,"Females","65-74","4","Mixed",143.009280455183
"E12000005",2020,"Females","65-74","5","Mixed",150.21246285374
"E12000005",2020,"Females","65-74","1","Other",497.777634294646
"E12000005",2020,"Females","65-74","2","Other",211.302280804902
"E12000005",2020,"Females","65-74","3","Other",211.991062050972
"E12000005",2020,"Females","65-74","4","Other",142.499579015071
"E12000005",2020,"Females","65-74","5","Other",140.945134016638
"E12000005",2020,"Females","65-74","1","White",49116.4804600673
"E12000005",2020,"Females","65-74","2","White",48971.6385551228
"E12000005",2020,"Females","65-74","3","White",63574.915752021
"E12000005",2020,"Females","65-74","4","White",63734.6564538725
"E12000005",2020,"Females","65-74","5","White",54074.1625182904
"E12000005",2020,"Females","75-84","1","Asian",4527.57816500103
"E12000005",2020,"Females","75-84","2","Asian",1437.27550104457
"E12000005",2020,"Females","75-84","3","Asian",1062.6514593172
"E12000005",2020,"Females","75-84","4","Asian",657.736780380267
"E12000005",2020,"Females","75-84","5","Asian",644.555750910522
"E12000005",2020,"Females","75-84","1","Black",2476.48534163635
"E12000005",2020,"Females","75-84","2","Black",684.885927730796
"E12000005",2020,"Females","75-84","3","Black",299.306965164381
"E12000005",2020,"Females","75-84","4","Black",145.257449613987
"E12000005",2020,"Females","75-84","5","Black",71.0871501251866
"E12000005",2020,"Females","75-84","1","Mixed",197.296064858542
"E12000005",2020,"Females","75-84","2","Mixed",103.42364237629
"E12000005",2020,"Females","75-84","3","Mixed",94.6675859341774
"E12000005",2020,"Females","75-84","4","Mixed",70.6367921211935
"E12000005",2020,"Females","75-84","5","Mixed",73.6641802082569
"E12000005",2020,"Females","75-84","1","Other",236.701762464111
"E12000005",2020,"Females","75-84","2","Other",98.0713837675688
"E12000005",2020,"Females","75-84","3","Other",96.4998976951295
"E12000005",2020,"Females","75-84","4","Other",65.4732138813279
"E12000005",2020,"Females","75-84","5","Other",64.2959787707449
"E12000005",2020,"Females","75-84","1","White",35341.4139748198
"E12000005",2020,"Females","75-84","2","White",34393.2584806181
"E12000005",2020,"Females","75-84","3","White",43791.0809480709
"E12000005",2020,"Females","75-84","4","White",44311.4842604257
"E12000005",2020,"Females","75-84","5","White",37326.2273430599
"E12000005",2020,"Females","85+","1","Asian",1605.8969612167
"E12000005",2020,"Females","85+","2","Asian",524.521198693338
"E12000005",2020,"Females","85+","3","Asian",375.276081987255
"E12000005",2020,"Females","85+","4","Asian",223.058800046372
"E12000005",2020,"Females","85+","5","Asian",208.012779937821
"E12000005",2020,"Females","85+","1","Black",999.904828281073
"E12000005",2020,"Females","85+","2","Black",284.519770211174
"E12000005",2020,"Females","85+","3","Black",120.322833455094
"E12000005",2020,"Females","85+","4","Black",56.0759748613719
"E12000005",2020,"Females","85+","5","Black",26.1151075313135
"E12000005",2020,"Females","85+","1","Mixed",85.0518412345264
"E12000005",2020,"Females","85+","2","Mixed",45.8729244699113
"E12000005",2020,"Females","85+","3","Mixed",40.6326289700023
"E12000005",2020,"Females","85+","4","Mixed",29.1146637465198
"E12000005",2020,"Females","85+","5","Mixed",28.8934543951753
"E12000005",2020,"Females","85+","1","Other",103.969097071282
"E12000005",2020,"Females","85+","2","Other",44.3216976133097
"E12000005",2020,"Females","85+","3","Other",42.202478460017
"E12000005",2020,"Females","85+","4","Other",27.496787301661
"E12000005",2020,"Females","85+","5","Other",25.695933725962
"E12000005",2020,"Females","85+","1","White",16465.2119634348
"E12000005",2020,"Females","85+","2","White",16486.4834506818
"E12000005",2020,"Females","85+","3","White",20313.1555213722
"E12000005",2020,"Females","85+","4","White",19738.5486367819
"E12000005",2020,"Females","85+","5","White",15822.5075845176
"E12000005",2020,"Males","0-24","1","Asian",105477.633114904
"E12000005",2020,"Males","0-24","2","Asian",32294.7789232575
"E12000005",2020,"Males","0-24","3","Asian",18870.0885761333
"E12000005",2020,"Males","0-24","4","Asian",10683.855264877
"E12000005",2020,"Males","0-24","5","Asian",9112.42590233934
"E12000005",2020,"Males","0-24","1","Black",28934.9091528646
"E12000005",2020,"Males","0-24","2","Black",7744.52248371417
"E12000005",2020,"Males","0-24","3","Black",3502.48858732734
"E12000005",2020,"Males","0-24","4","Black",1349.16122830806
"E12000005",2020,"Males","0-24","5","Black",870.206697645679
"E12000005",2020,"Males","0-24","1","Mixed",27681.612655334
"E12000005",2020,"Males","0-24","2","Mixed",11196.2474556743
"E12000005",2020,"Males","0-24","3","Mixed",7477.50333303279
"E12000005",2020,"Males","0-24","4","Mixed",5028.85534934546
"E12000005",2020,"Males","0-24","5","Mixed",3984.88429371994
"E12000005",2020,"Males","0-24","1","Other",6664.87439651752
"E12000005",2020,"Males","0-24","2","Other",2483.43395330918
"E12000005",2020,"Males","0-24","3","Other",1363.89908691437
"E12000005",2020,"Males","0-24","4","Other",944.732641073535
"E12000005",2020,"Males","0-24","5","Other",727.137003557221
"E12000005",2020,"Males","0-24","1","White",168484.26575985
"E12000005",2020,"Males","0-24","2","White",131772.5608647
"E12000005",2020,"Males","0-24","3","White",135096.730105787
"E12000005",2020,"Males","0-24","4","White",119531.35782237
"E12000005",2020,"Males","0-24","5","White",96131.6003474152
"E12000005",2020,"Males","25-49","1","Asian",95957.1440847497
"E12000005",2020,"Males","25-49","2","Asian",33095.9455279639
"E12000005",2020,"Males","25-49","3","Asian",20869.6145605899
"E12000005",2020,"Males","25-49","4","Asian",11838.477811652
"E12000005",2020,"Males","25-49","5","Asian",9710.81832905707
"E12000005",2020,"Males","25-49","1","Black",23527.4499490723
"E12000005",2020,"Males","25-49","2","Black",7527.96450354768
"E12000005",2020,"Males","25-49","3","Black",3791.55697107438
"E12000005",2020,"Males","25-49","4","Black",1626.01302228761
"E12000005",2020,"Males","25-49","5","Black",957.800948930023
"E12000005",2020,"Males","25-49","1","Mixed",11786.2549685241
"E12000005",2020,"Males","25-49","2","Mixed",5091.16826926334
"E12000005",2020,"Males","25-49","3","Mixed",3342.6299134097
"E12000005",2020,"Males","25-49","4","Mixed",2167.9935095632
"E12000005",2020,"Males","25-49","5","Mixed",1433.11793271321
"E12000005",2020,"Males","25-49","1","Other",9307.04054859884
"E12000005",2020,"Males","25-49","2","Other",3486.78274287185
"E12000005",2020,"Males","25-49","3","Other",2053.72347659897
"E12000005",2020,"Males","25-49","4","Other",1373.30822039397
"E12000005",2020,"Males","25-49","5","Other",976.910344566405
"E12000005",2020,"Males","25-49","1","White",167919.88574442
"E12000005",2020,"Males","25-49","2","White",146884.153033257
"E12000005",2020,"Males","25-49","3","White",150818.795227032
"E12000005",2020,"Males","25-49","4","White",130557.948081727
"E12000005",2020,"Males","25-49","5","White",98156.6952781075
"E12000005",2020,"Males","50-64","1","Asian",21994.0716787242
"E12000005",2020,"Males","50-64","2","Asian",8275.62282736782
"E12000005",2020,"Males","50-64","3","Asian",6627.43584740337
"E12000005",2020,"Males","50-64","4","Asian",3763.62268201149
"E12000005",2020,"Males","50-64","5","Asian",3839.3528953326
"E12000005",2020,"Males","50-64","1","Black",11941.8200494624
"E12000005",2020,"Males","50-64","2","Black",3855.47784525143
"E12000005",2020,"Males","50-64","3","Black",2086.98572023045
"E12000005",2020,"Males","50-64","4","Black",1111.45835992472
"E12000005",2020,"Males","50-64","5","Black",808.327805089948
"E12000005",2020,"Males","50-64","1","Mixed",2342.3564715547
"E12000005",2020,"Males","50-64","2","Mixed",1052.83562849338
"E12000005",2020,"Males","50-64","3","Mixed",873.005369872859
"E12000005",2020,"Males","50-64","4","Mixed",699.952495147925
"E12000005",2020,"Males","50-64","5","Mixed",425.912426951864
"E12000005",2020,"Males","50-64","1","Other",1463.54401948399
"E12000005",2020,"Males","50-64","2","Other",807.092690992269
"E12000005",2020,"Males","50-64","3","Other",669.116963866675
"E12000005",2020,"Males","50-64","4","Other",480.195568799968
"E12000005",2020,"Males","50-64","5","Other",480.237888524219
"E12000005",2020,"Males","50-64","1","White",101058.23269873
"E12000005",2020,"Males","50-64","2","White",88150.8117117651
"E12000005",2020,"Males","50-64","3","White",106508.921428196
"E12000005",2020,"Males","50-64","4","White",100775.71961799
"E12000005",2020,"Males","50-64","5","White",83017.3103088168
"E12000005",2020,"Males","65-74","1","Asian",7965.4872597068
"E12000005",2020,"Males","65-74","2","Asian",2609.91294996787
"E12000005",2020,"Males","65-74","3","Asian",1927.16985576595
"E12000005",2020,"Males","65-74","4","Asian",1238.02191221477
"E12000005",2020,"Males","65-74","5","Asian",1231.26349848396
"E12000005",2020,"Males","65-74","1","Black",2195.24796541494
"E12000005",2020,"Males","65-74","2","Black",591.659385929204
"E12000005",2020,"Males","65-74","3","Black",264.046887288877
"E12000005",2020,"Males","65-74","4","Black",119.330695122679
"E12000005",2020,"Males","65-74","5","Black",75.9141985207572
"E12000005",2020,"Males","65-74","1","Mixed",433.444599814152
"E12000005",2020,"Males","65-74","2","Mixed",183.110374160977
"E12000005",2020,"Males","65-74","3","Mixed",160.313293361112
"E12000005",2020,"Males","65-74","4","Mixed",143.769450158594
"E12000005",2020,"Males","65-74","5","Mixed",86.4945438594923
"E12000005",2020,"Males","65-74","1","Other",579.192569975358
"E12000005",2020,"Males","65-74","2","Other",233.530777398574
"E12000005",2020,"Males","65-74","3","Other",186.865025467003
"E12000005",2020,"Males","65-74","4","Other",120.908364393641
"E12000005",2020,"Males","65-74","5","Other",166.697810235965
"E12000005",2020,"Males","65-74","1","White",47555.7978279632
"E12000005",2020,"Males","65-74","2","White",46609.2330720341
"E12000005",2020,"Males","65-74","3","White",59975.1034046354
"E12000005",2020,"Males","65-74","4","White",59827.2508691488
"E12000005",2020,"Males","65-74","5","White",49867.4494089695
"E12000005",2020,"Males","75-84","1","Asian",3591.12265107646
"E12000005",2020,"Males","75-84","2","Asian",1223.49889796334
"E12000005",2020,"Males","75-84","3","Asian",930.806870178405
"E12000005",2020,"Males","75-84","4","Asian",609.29668571702
"E12000005",2020,"Males","75-84","5","Asian",622.450366245057
"E12000005",2020,"Males","75-84","1","Black",1777.84031392561
"E12000005",2020,"Males","75-84","2","Black",498.242298473334
"E12000005",2020,"Males","75-84","3","Black",229.093049930547
"E12000005",2020,"Males","75-84","4","Black",105.497928090863
"E12000005",2020,"Males","75-84","5","Black",68.9394809104432
"E12000005",2020,"Males","75-84","1","Mixed",206.662560573499
"E12000005",2020,"Males","75-84","2","Mixed",90.782226275223
"E12000005",2020,"Males","75-84","3","Mixed",81.8878447409424
"E12000005",2020,"Males","75-84","4","Mixed",74.8302876481011
"E12000005",2020,"Males","75-84","5","Mixed",46.2437189800075
"E12000005",2020,"Males","75-84","1","Other",237.898758495985
"E12000005",2020,"Males","75-84","2","Other",99.7408323125051
"E12000005",2020,"Males","75-84","3","Other",82.2278458927449
"E12000005",2020,"Males","75-84","4","Other",54.2135857803478
"E12000005",2020,"Males","75-84","5","Other",76.7776684796974
"E12000005",2020,"Males","75-84","1","White",27881.7619773951
"E12000005",2020,"Males","75-84","2","White",28415.0463965468
"E12000005",2020,"Males","75-84","3","White",37671.1990682128
"E12000005",2020,"Males","75-84","4","White",38291.1476971121
"E12000005",2020,"Males","75-84","5","White",32784.5879890379
"E12000005",2020,"Males","85+","1","Asian",1113.5106624913
"E12000005",2020,"Males","85+","2","Asian",373.963481300432
"E12000005",2020,"Males","85+","3","Asian",271.575464620227
"E12000005",2020,"Males","85+","4","Asian",184.703685293665
"E12000005",2020,"Males","85+","5","Asian",189.051987391741
"E12000005",2020,"Males","85+","1","Black",802.632608158672
"E12000005",2020,"Males","85+","2","Black",221.730845911557
"E12000005",2020,"Males","85+","3","Black",97.3201507759531
"E12000005",2020,"Males","85+","4","Black",46.5640324687112
"E12000005",2020,"Males","85+","5","Black",30.4862802285644
"E12000005",2020,"Males","85+","1","Mixed",81.3807884626561
"E12000005",2020,"Males","85+","2","Mixed",35.2389034570224
"E12000005",2020,"Males","85+","3","Mixed",30.3421490444677
"E12000005",2020,"Males","85+","4","Mixed",28.8084641164246
"E12000005",2020,"Males","85+","5","Mixed",17.837139924148
"E12000005",2020,"Males","85+","1","Other",87.0970972637308
"E12000005",2020,"Males","85+","2","Other",35.9953137512357
"E12000005",2020,"Males","85+","3","Other",28.3267812172399
"E12000005",2020,"Males","85+","4","Other",19.4044904136138
"E12000005",2020,"Males","85+","5","Other",27.5333340542002
"E12000005",2020,"Males","85+","1","White",9001.68031464725
"E12000005",2020,"Males","85+","2","White",9043.01412707953
"E12000005",2020,"Males","85+","3","White",11444.0467507835
"E12000005",2020,"Males","85+","4","White",12086.0491722902
"E12000005",2020,"Males","85+","5","White",10367.7729748523
"E12000006",2020,"Females","0-24","1","Asian",14890.2771100582
"E12000006",2020,"Females","0-24","2","Asian",17072.0464674207
"E12000006",2020,"Females","0-24","3","Asian",16065.7122576858
"E12000006",2020,"Females","0-24","4","Asian",11104.0038913373
"E12000006",2020,"Females","0-24","5","Asian",12461.4556014379
"E12000006",2020,"Females","0-24","1","Black",5856.93619060411
"E12000006",2020,"Females","0-24","2","Black",8320.04863573788
"E12000006",2020,"Females","0-24","3","Black",7277.79005495548
"E12000006",2020,"Females","0-24","4","Black",4576.94073814559
"E12000006",2020,"Females","0-24","5","Black",3870.59794035123
"E12000006",2020,"Females","0-24","1","Mixed",6552.2330487033
"E12000006",2020,"Females","0-24","2","Mixed",9317.54609326436
"E12000006",2020,"Females","0-24","3","Mixed",10815.2237783363
"E12000006",2020,"Females","0-24","4","Mixed",9242.89318031651
"E12000006",2020,"Females","0-24","5","Mixed",9885.44523194525
"E12000006",2020,"Females","0-24","1","Other",948.591209798345
"E12000006",2020,"Females","0-24","2","Other",1026.07311916219
"E12000006",2020,"Females","0-24","3","Other",1434.16994867842
"E12000006",2020,"Females","0-24","4","Other",1079.14805845378
"E12000006",2020,"Females","0-24","5","Other",1046.65124953661
"E12000006",2020,"Females","0-24","1","White",77313.8722832514
"E12000006",2020,"Females","0-24","2","White",128205.374562352
"E12000006",2020,"Females","0-24","3","White",178448.322221417
"E12000006",2020,"Females","0-24","4","White",161015.551237921
"E12000006",2020,"Females","0-24","5","White",187642.824889112
"E12000006",2020,"Females","25-49","1","Asian",14568.8944557937
"E12000006",2020,"Females","25-49","2","Asian",18857.5449792081
"E12000006",2020,"Females","25-49","3","Asian",20362.0356548929
"E12000006",2020,"Females","25-49","4","Asian",15754.1730013995
"E12000006",2020,"Females","25-49","5","Asian",17641.3517600413
"E12000006",2020,"Females","25-49","1","Black",6056.65128498974
"E12000006",2020,"Females","25-49","2","Black",9016.2424704501
"E12000006",2020,"Females","25-49","3","Black",7553.09271868675
"E12000006",2020,"Females","25-49","4","Black",4947.74643565019
"E12000006",2020,"Females","25-49","5","Black",4042.97572192132
"E12000006",2020,"Females","25-49","1","Mixed",3131.50426018607
"E12000006",2020,"Females","25-49","2","Mixed",4175.05961711767
"E12000006",2020,"Females","25-49","3","Mixed",5072.92841901196
"E12000006",2020,"Females","25-49","4","Mixed",4275.36903234436
"E12000006",2020,"Females","25-49","5","Mixed",4340.32677768044
"E12000006",2020,"Females","25-49","1","Other",1270.01384959839
"E12000006",2020,"Females","25-49","2","Other",1642.01128525946
"E12000006",2020,"Females","25-49","3","Other",2349.11068706734
"E12000006",2020,"Females","25-49","4","Other",1721.49873272059
"E12000006",2020,"Females","25-49","5","Other",1837.03478092971
"E12000006",2020,"Females","25-49","1","White",84214.7039384313
"E12000006",2020,"Females","25-49","2","White",151543.043261589
"E12000006",2020,"Females","25-49","3","White",211584.797098004
"E12000006",2020,"Females","25-49","4","White",192406.3588674
"E12000006",2020,"Females","25-49","5","White",213977.931909596
"E12000006",2020,"Females","50-64","1","Asian",3479.38584754426
"E12000006",2020,"Females","50-64","2","Asian",4838.35683347776
"E12000006",2020,"Females","50-64","3","Asian",5280.27411177043
"E12000006",2020,"Females","50-64","4","Asian",4869.20357600941
"E12000006",2020,"Females","50-64","5","Asian",6435.71490126572
"E12000006",2020,"Females","50-64","1","Black",2686.6426325274
"E12000006",2020,"Females","50-64","2","Black",3714.29426291456
"E12000006",2020,"Females","50-64","3","Black",3395.251765543
"E12000006",2020,"Females","50-64","4","Black",2398.66529782266
"E12000006",2020,"Females","50-64","5","Black",2062.55738957713
"E12000006",2020,"Females","50-64","1","Mixed",834.849774185432
"E12000006",2020,"Females","50-64","2","Mixed",986.737941290957
"E12000006",2020,"Females","50-64","3","Mixed",1416.44470529424
"E12000006",2020,"Females","50-64","4","Mixed",1276.08484231561
"E12000006",2020,"Females","50-64","5","Mixed",1415.77880774227
"E12000006",2020,"Females","50-64","1","Other",175.362597427369
"E12000006",2020,"Females","50-64","2","Other",359.358123940313
"E12000006",2020,"Females","50-64","3","Other",551.17200741967
"E12000006",2020,"Females","50-64","4","Other",492.986966051054
"E12000006",2020,"Females","50-64","5","Other",644.916852266503
"E12000006",2020,"Females","50-64","1","White",47125.7831235824
"E12000006",2020,"Females","50-64","2","White",94829.1308822783
"E12000006",2020,"Females","50-64","3","White",147584.231345415
"E12000006",2020,"Females","50-64","4","White",134977.131304615
"E12000006",2020,"Females","50-64","5","White",154595.812107711
"E12000006",2020,"Females","65-74","1","Asian",1348.65934600936
"E12000006",2020,"Females","65-74","2","Asian",1627.38993490201
"E12000006",2020,"Females","65-74","3","Asian",1955.18219514523
"E12000006",2020,"Females","65-74","4","Asian",1775.49201357844
"E12000006",2020,"Females","65-74","5","Asian",2366.83237576124
"E12000006",2020,"Females","65-74","1","Black",481.000626046687
"E12000006",2020,"Females","65-74","2","Black",701.351265345696
"E12000006",2020,"Females","65-74","3","Black",584.263845840575
"E12000006",2020,"Females","65-74","4","Black",430.63156273389
"E12000006",2020,"Females","65-74","5","Black",392.757829816947
"E12000006",2020,"Females","65-74","1","Mixed",164.680727701184
"E12000006",2020,"Females","65-74","2","Mixed",232.177494240203
"E12000006",2020,"Females","65-74","3","Mixed",341.915015320147
"E12000006",2020,"Females","65-74","4","Mixed",295.991767322695
"E12000006",2020,"Females","65-74","5","Mixed",358.766432251119
"E12000006",2020,"Females","65-74","1","Other",75.3251317337575
"E12000006",2020,"Females","65-74","2","Other",137.418310263626
"E12000006",2020,"Females","65-74","3","Other",165.374110750653
"E12000006",2020,"Females","65-74","4","Other",181.092659582896
"E12000006",2020,"Females","65-74","5","Other",210.273787267182
"E12000006",2020,"Females","65-74","1","White",24294.9162593991
"E12000006",2020,"Females","65-74","2","White",54012.3139316043
"E12000006",2020,"Females","65-74","3","White",87127.8214611857
"E12000006",2020,"Females","65-74","4","White",78537.3014507732
"E12000006",2020,"Females","65-74","5","White",89620.9324654173
