"RGN09CD","Year","Sex","Age_Group","Deprivation_Quintile","Ethnic_Group","population_estimates"
"E12000008",2015,"Females","65-74","5","White",166476.448113376
"E12000008",2015,"Females","75-84","1","Asian",369.815383793847
"E12000008",2015,"Females","75-84","2","Asian",1037.95226776085
"E12000008",2015,"Females","75-84","3","Asian",985.896161554983
"E12000008",2015,"Females","75-84","4","Asian",975.228926962116
"E12000008",2015,"Females","75-84","5","Asian",1343.09102407208
"E12000008",2015,"Females","75-84","1","Black",143.518897315818
"E12000008",2015,"Females","75-84","2","Black",340.208957377505
"E12000008",2015,"Females","75-84","3","Black",304.372452506384
"E12000008",2015,"Females","75-84","4","Black",220.526636343317
"E12000008",2015,"Females","75-84","5","Black",242.719208362588
"E12000008",2015,"Females","75-84","1","Mixed",81.3214302542472
"E12000008",2015,"Females","75-84","2","Mixed",175.472474173044
"E12000008",2015,"Females","75-84","3","Mixed",205.869565187716
"E12000008",2015,"Females","75-84","4","Mixed",237.871024130747
"E12000008",2015,"Females","75-84","5","Mixed",319.3518441387
"E12000008",2015,"Females","75-84","1","Other",34.3204650353354
"E12000008",2015,"Females","75-84","2","Other",84.2107463930716
"E12000008",2015,"Females","75-84","3","Other",99.1325394616903
"E12000008",2015,"Females","75-84","4","Other",98.9359751920168
"E12000008",2015,"Females","75-84","5","Other",158.615146155294
"E12000008",2015,"Females","75-84","1","White",17145.0238236031
"E12000008",2015,"Females","75-84","2","White",36000.1555543039
"E12000008",2015,"Females","75-84","3","White",57270.7292812908
"E12000008",2015,"Females","75-84","4","White",73155.4374373675
"E12000008",2015,"Females","75-84","5","White",105084.222777263
"E12000008",2015,"Females","85+","1","Asian",90.7167177785028
"E12000008",2015,"Females","85+","2","Asian",261.712653386507
"E12000008",2015,"Females","85+","3","Asian",243.728282071206
"E12000008",2015,"Females","85+","4","Asian",232.435575264856
"E12000008",2015,"Females","85+","5","Asian",316.019504932782
"E12000008",2015,"Females","85+","1","Black",34.5597317028562
"E12000008",2015,"Females","85+","2","Black",84.2077378009363
"E12000008",2015,"Females","85+","3","Black",73.8650529034642
"E12000008",2015,"Females","85+","4","Black",51.5959954699517
"E12000008",2015,"Females","85+","5","Black",56.0623768757523
"E12000008",2015,"Females","85+","1","Mixed",35.91652311966
"E12000008",2015,"Females","85+","2","Mixed",79.6605430916682
"E12000008",2015,"Females","85+","3","Mixed",91.6334047471707
"E12000008",2015,"Females","85+","4","Mixed",102.076199454705
"E12000008",2015,"Females","85+","5","Mixed",135.289719017893
"E12000008",2015,"Females","85+","1","Other",13.4753164479771
"E12000008",2015,"Females","85+","2","Other",33.9858634942149
"E12000008",2015,"Females","85+","3","Other",39.2260372764471
"E12000008",2015,"Females","85+","4","Other",37.7427653592575
"E12000008",2015,"Females","85+","5","Other",59.7360567551969
"E12000008",2015,"Females","85+","1","White",9234.33171095079
"E12000008",2015,"Females","85+","2","White",19930.4332022259
"E12000008",2015,"Females","85+","3","White",31086.5472230016
"E12000008",2015,"Females","85+","4","White",38283.1494644516
"E12000008",2015,"Females","85+","5","White",54288.8923424191
"E12000008",2015,"Males","0-24","1","Asian",10301.9973621908
"E12000008",2015,"Males","0-24","2","Asian",27254.077570794
"E12000008",2015,"Males","0-24","3","Asian",23095.4725560378
"E12000008",2015,"Males","0-24","4","Asian",19531.5626624873
"E12000008",2015,"Males","0-24","5","Asian",22421.5212314452
"E12000008",2015,"Males","0-24","1","Black",5393.73476188755
"E12000008",2015,"Males","0-24","2","Black",9362.53082239466
"E12000008",2015,"Males","0-24","3","Black",6901.41156871031
"E12000008",2015,"Males","0-24","4","Black",5695.76703111249
"E12000008",2015,"Males","0-24","5","Black",4866.35835389429
"E12000008",2015,"Males","0-24","1","Mixed",6959.94279912223
"E12000008",2015,"Males","0-24","2","Mixed",11975.9791847029
"E12000008",2015,"Males","0-24","3","Mixed",12551.5198077309
"E12000008",2015,"Males","0-24","4","Mixed",14028.8386762366
"E12000008",2015,"Males","0-24","5","Mixed",18410.5565394636
"E12000008",2015,"Males","0-24","1","Other",1433.16497132164
"E12000008",2015,"Males","0-24","2","Other",2537.07084555604
"E12000008",2015,"Males","0-24","3","Other",2149.33832821708
"E12000008",2015,"Males","0-24","4","Other",2254.75999577568
"E12000008",2015,"Males","0-24","5","Other",2698.54454284321
"E12000008",2015,"Males","0-24","1","White",112202.160105897
"E12000008",2015,"Males","0-24","2","White",173211.341578485
"E12000008",2015,"Males","0-24","3","White",227160.257739696
"E12000008",2015,"Males","0-24","4","White",270997.071633679
"E12000008",2015,"Males","0-24","5","White",383674.019330318
"E12000008",2015,"Males","25-49","1","Asian",10968.6635448802
"E12000008",2015,"Males","25-49","2","Asian",30006.6302083027
"E12000008",2015,"Males","25-49","3","Asian",27390.0803550314
"E12000008",2015,"Males","25-49","4","Asian",23083.5069842896
"E12000008",2015,"Males","25-49","5","Asian",26060.1593424315
"E12000008",2015,"Males","25-49","1","Black",4886.65628429104
"E12000008",2015,"Males","25-49","2","Black",8885.26876115112
"E12000008",2015,"Males","25-49","3","Black",7377.44987082156
"E12000008",2015,"Males","25-49","4","Black",5961.10888081959
"E12000008",2015,"Males","25-49","5","Black",5743.68429482808
"E12000008",2015,"Males","25-49","1","Mixed",2511.6132880065
"E12000008",2015,"Males","25-49","2","Mixed",4913.22868980734
"E12000008",2015,"Males","25-49","3","Mixed",5423.8937760294
"E12000008",2015,"Males","25-49","4","Mixed",5253.11860197206
"E12000008",2015,"Males","25-49","5","Mixed",6485.84179714264
"E12000008",2015,"Males","25-49","1","Other",1865.51201889983
"E12000008",2015,"Males","25-49","2","Other",3345.11576158841
"E12000008",2015,"Males","25-49","3","Other",3094.32571362794
"E12000008",2015,"Males","25-49","4","Other",3025.45787595719
"E12000008",2015,"Males","25-49","5","Other",3621.91753583657
"E12000008",2015,"Males","25-49","1","White",104303.554864113
"E12000008",2015,"Males","25-49","2","White",191389.756579874
"E12000008",2015,"Males","25-49","3","White",256002.250284662
"E12000008",2015,"Males","25-49","4","White",296925.807656652
"E12000008",2015,"Males","25-49","5","White",403006.397028985
"E12000008",2015,"Males","50-64","1","Asian",2349.70743117998
"E12000008",2015,"Males","50-64","2","Asian",6721.67338512702
"E12000008",2015,"Males","50-64","3","Asian",6120.49937824972
"E12000008",2015,"Males","50-64","4","Asian",6093.83504930278
"E12000008",2015,"Males","50-64","5","Asian",8041.98345006257
"E12000008",2015,"Males","50-64","1","Black",1373.36599223981
"E12000008",2015,"Males","50-64","2","Black",2777.401229803
"E12000008",2015,"Males","50-64","3","Black",2249.20333349257
"E12000008",2015,"Males","50-64","4","Black",2069.06495435936
"E12000008",2015,"Males","50-64","5","Black",2116.97171275121
"E12000008",2015,"Males","50-64","1","Mixed",653.983905830283
"E12000008",2015,"Males","50-64","2","Mixed",1094.93657538996
"E12000008",2015,"Males","50-64","3","Mixed",1253.80779448137
"E12000008",2015,"Males","50-64","4","Mixed",1377.32074253377
"E12000008",2015,"Males","50-64","5","Mixed",1839.3954843748
"E12000008",2015,"Males","50-64","1","Other",360.951955079738
"E12000008",2015,"Males","50-64","2","Other",816.284605193841
"E12000008",2015,"Males","50-64","3","Other",796.979026473651
"E12000008",2015,"Males","50-64","4","Other",1012.15804734196
"E12000008",2015,"Males","50-64","5","Other",1415.04218621918
"E12000008",2015,"Males","50-64","1","White",55024.9907156734
"E12000008",2015,"Males","50-64","2","White",101836.704204498
"E12000008",2015,"Males","50-64","3","White",150716.510467304
"E12000008",2015,"Males","50-64","4","White",193743.621206457
"E12000008",2015,"Males","50-64","5","White",276298.60716658
"E12000008",2015,"Males","65-74","1","Asian",691.687964279449
"E12000008",2015,"Males","65-74","2","Asian",1846.34977094465
"E12000008",2015,"Males","65-74","3","Asian",1741.96369574836
"E12000008",2015,"Males","65-74","4","Asian",1762.1752322249
"E12000008",2015,"Males","65-74","5","Asian",2445.57215189897
"E12000008",2015,"Males","65-74","1","Black",238.161556087369
"E12000008",2015,"Males","65-74","2","Black",529.002331301834
"E12000008",2015,"Males","65-74","3","Black",421.871108213879
"E12000008",2015,"Males","65-74","4","Black",337.490042267825
"E12000008",2015,"Males","65-74","5","Black",276.043682756316
"E12000008",2015,"Males","65-74","1","Mixed",169.775861883948
"E12000008",2015,"Males","65-74","2","Mixed",301.056779379467
"E12000008",2015,"Males","65-74","3","Mixed",401.768284460433
"E12000008",2015,"Males","65-74","4","Mixed",381.665348355278
"E12000008",2015,"Males","65-74","5","Mixed",503.426714311865
"E12000008",2015,"Males","65-74","1","Other",92.8301070208339
"E12000008",2015,"Males","65-74","2","Other",224.89551511002
"E12000008",2015,"Males","65-74","3","Other",247.310640391982
"E12000008",2015,"Males","65-74","4","Other",276.562750028174
"E12000008",2015,"Males","65-74","5","Other",457.136807915087
"E12000008",2015,"Males","65-74","1","White",25958.5445107382
"E12000008",2015,"Males","65-74","2","White",51829.695603295
"E12000008",2015,"Males","65-74","3","White",81693.0862711911
"E12000008",2015,"Males","65-74","4","White",108208.106627108
"E12000008",2015,"Males","65-74","5","White",152352.820643087
"E12000008",2015,"Males","75-84","1","Asian",354.263860932044
"E12000008",2015,"Males","75-84","2","Asian",998.80362078895
"E12000008",2015,"Males","75-84","3","Asian",981.090500166177
"E12000008",2015,"Males","75-84","4","Asian",993.585195925874
"E12000008",2015,"Males","75-84","5","Asian",1409.2018172307
"E12000008",2015,"Males","75-84","1","Black",144.116158461954
"E12000008",2015,"Males","75-84","2","Black",338.102282291691
"E12000008",2015,"Males","75-84","3","Black",280.720507204746
"E12000008",2015,"Males","75-84","4","Black",224.823325697876
"E12000008",2015,"Males","75-84","5","Black",187.929480059141
"E12000008",2015,"Males","75-84","1","Mixed",77.3756169476719
"E12000008",2015,"Males","75-84","2","Mixed",144.919254367888
"E12000008",2015,"Males","75-84","3","Mixed",201.352566565742
"E12000008",2015,"Males","75-84","4","Mixed",191.491851978166
"E12000008",2015,"Males","75-84","5","Mixed",258.131211751109
"E12000008",2015,"Males","75-84","1","Other",34.8530370972213
"E12000008",2015,"Males","75-84","2","Other",89.1829986352919
"E12000008",2015,"Males","75-84","3","Other",102.105213467071
"E12000008",2015,"Males","75-84","4","Other",114.310164296148
"E12000008",2015,"Males","75-84","5","Other",193.096343643325
"E12000008",2015,"Males","75-84","1","White",13156.3913265703
"E12000008",2015,"Males","75-84","2","White",27744.9918439461
"E12000008",2015,"Males","75-84","3","White",45529.7312126026
"E12000008",2015,"Males","75-84","4","White",60374.7894620875
"E12000008",2015,"Males","75-84","5","White",86872.6411472846
"E12000008",2015,"Males","85+","1","Asian",57.8915956580044
"E12000008",2015,"Males","85+","2","Asian",174.59621983687
"E12000008",2015,"Males","85+","3","Asian",170.38095286985
"E12000008",2015,"Males","85+","4","Asian",172.377705045756
"E12000008",2015,"Males","85+","5","Asian",245.929404103686
"E12000008",2015,"Males","85+","1","Black",28.7085477865912
"E12000008",2015,"Males","85+","2","Black",72.046470439034
"E12000008",2015,"Males","85+","3","Black",59.4286672354073
"E12000008",2015,"Males","85+","4","Black",47.5474498254059
"E12000008",2015,"Males","85+","5","Black",39.9799322418994
"E12000008",2015,"Males","85+","1","Mixed",20.4269433265196
"E12000008",2015,"Males","85+","2","Mixed",40.9252564832885
"E12000008",2015,"Males","85+","3","Mixed",56.4910611120159
"E12000008",2015,"Males","85+","4","Mixed",53.6706521240834
"E12000008",2015,"Males","85+","5","Mixed",72.7760321407512
"E12000008",2015,"Males","85+","1","Other",7.28707214298182
"E12000008",2015,"Males","85+","2","Other",19.9462184532917
"E12000008",2015,"Males","85+","3","Other",22.687344294298
"E12000008",2015,"Males","85+","4","Other",25.3737468837739
"E12000008",2015,"Males","85+","5","Other",43.1156646286189
"E12000008",2015,"Males","85+","1","White",4377.68584108506
"E12000008",2015,"Males","85+","2","White",9875.48583478471
"E12000008",2015,"Males","85+","3","White",16100.0119744878
"E12000008",2015,"Males","85+","4","White",21328.0304461223
"E12000008",2015,"Males","85+","5","White",30870.198966888
"E12000009",2015,"Females","0-24","1","Asian",4868.5551837729
"E12000009",2015,"Females","0-24","2","Asian",5119.5487084814
"E12000009",2015,"Females","0-24","3","Asian",5474.66175962055
"E12000009",2015,"Females","0-24","4","Asian",4491.08270600651
"E12000009",2015,"Females","0-24","5","Asian",4755.19201717901
"E12000009",2015,"Females","0-24","1","Black",4882.45317391774
"E12000009",2015,"Females","0-24","2","Black",2434.83223809852
"E12000009",2015,"Females","0-24","3","Black",1599.37736725259
"E12000009",2015,"Females","0-24","4","Black",1234.07158477491
"E12000009",2015,"Females","0-24","5","Black",1058.14893932784
"E12000009",2015,"Females","0-24","1","Mixed",4870.33060881741
"E12000009",2015,"Females","0-24","2","Mixed",5216.26290223795
"E12000009",2015,"Females","0-24","3","Mixed",5469.76531436143
"E12000009",2015,"Females","0-24","4","Mixed",5082.44697646505
"E12000009",2015,"Females","0-24","5","Mixed",4622.93019963551
"E12000009",2015,"Females","0-24","1","Other",633.785051977705
"E12000009",2015,"Females","0-24","2","Other",638.950898576731
"E12000009",2015,"Females","0-24","3","Other",567.454616015107
"E12000009",2015,"Females","0-24","4","Other",462.471305418349
"E12000009",2015,"Females","0-24","5","Other",479.702167628458
"E12000009",2015,"Females","0-24","1","White",81528.8759815421
"E12000009",2015,"Females","0-24","2","White",137769.405252607
"E12000009",2015,"Females","0-24","3","White",173685.740942741
"E12000009",2015,"Females","0-24","4","White",162339.927427323
"E12000009",2015,"Females","0-24","5","White",139863.026676221
"E12000009",2015,"Females","25-49","1","Asian",5467.73409558109
"E12000009",2015,"Females","25-49","2","Asian",5988.54130844252
"E12000009",2015,"Females","25-49","3","Asian",6482.05867502005
"E12000009",2015,"Females","25-49","4","Asian",5839.63831160701
"E12000009",2015,"Females","25-49","5","Asian",5216.74571718323
"E12000009",2015,"Females","25-49","1","Black",3953.09300813997
"E12000009",2015,"Females","25-49","2","Black",2167.20836103123
"E12000009",2015,"Females","25-49","3","Black",1793.56809950025
"E12000009",2015,"Females","25-49","4","Black",1364.60619249297
"E12000009",2015,"Females","25-49","5","Black",1172.05608731626
"E12000009",2015,"Females","25-49","1","Mixed",2340.24861982099
"E12000009",2015,"Females","25-49","2","Mixed",2615.55185761488
"E12000009",2015,"Females","25-49","3","Mixed",2626.09894586972
"E12000009",2015,"Females","25-49","4","Mixed",2358.49260550362
"E12000009",2015,"Females","25-49","5","Mixed",1916.48130959173
"E12000009",2015,"Females","25-49","1","Other",685.439895188991
"E12000009",2015,"Females","25-49","2","Other",816.712612976225
"E12000009",2015,"Females","25-49","3","Other",784.119607123039
"E12000009",2015,"Females","25-49","4","Other",689.069432409941
"E12000009",2015,"Females","25-49","5","Other",668.510291667634
"E12000009",2015,"Females","25-49","1","White",88779.4843813933
"E12000009",2015,"Females","25-49","2","White",156031.985859944
"E12000009",2015,"Females","25-49","3","White",199929.154672445
"E12000009",2015,"Females","25-49","4","White",188365.193457932
"E12000009",2015,"Females","25-49","5","White",154329.206594203
"E12000009",2015,"Females","50-64","1","Asian",1232.52471371687
"E12000009",2015,"Females","50-64","2","Asian",1352.82408387949
"E12000009",2015,"Females","50-64","3","Asian",1651.26635227307
"E12000009",2015,"Females","50-64","4","Asian",1574.40048707316
"E12000009",2015,"Females","50-64","5","Asian",1515.35163507204
"E12000009",2015,"Females","50-64","1","Black",1246.34120531565
"E12000009",2015,"Females","50-64","2","Black",822.472883583591
"E12000009",2015,"Females","50-64","3","Black",678.911290985969
"E12000009",2015,"Females","50-64","4","Black",498.607173763678
"E12000009",2015,"Females","50-64","5","Black",421.849165709055
"E12000009",2015,"Females","50-64","1","Mixed",534.717216543149
"E12000009",2015,"Females","50-64","2","Mixed",624.965903665152
"E12000009",2015,"Females","50-64","3","Mixed",716.525258341822
"E12000009",2015,"Females","50-64","4","Mixed",658.766992688719
"E12000009",2015,"Females","50-64","5","Mixed",589.920768118106
"E12000009",2015,"Females","50-64","1","Other",118.71916075992
"E12000009",2015,"Females","50-64","2","Other",182.4184441275
"E12000009",2015,"Females","50-64","3","Other",191.09499224157
"E12000009",2015,"Females","50-64","4","Other",184.529575851677
"E12000009",2015,"Females","50-64","5","Other",185.88949640505
"E12000009",2015,"Females","50-64","1","White",45979.6977036727
"E12000009",2015,"Females","50-64","2","White",101595.318684745
"E12000009",2015,"Females","50-64","3","White",139321.202106155
"E12000009",2015,"Females","50-64","4","White",130618.695770619
"E12000009",2015,"Females","50-64","5","White",111874.988934693
"E12000009",2015,"Females","65-74","1","Asian",361.207395633774
"E12000009",2015,"Females","65-74","2","Asian",358.909971767998
"E12000009",2015,"Females","65-74","3","Asian",407.098708945718
"E12000009",2015,"Females","65-74","4","Asian",482.350595901792
"E12000009",2015,"Females","65-74","5","Asian",431.008448798208
"E12000009",2015,"Females","65-74","1","Black",342.98382359863
"E12000009",2015,"Females","65-74","2","Black",211.601692759275
"E12000009",2015,"Females","65-74","3","Black",135.217442963404
"E12000009",2015,"Females","65-74","4","Black",97.7560848143053
"E12000009",2015,"Females","65-74","5","Black",77.0912757259112
"E12000009",2015,"Females","65-74","1","Mixed",133.732690341642
"E12000009",2015,"Females","65-74","2","Mixed",202.919501234555
"E12000009",2015,"Females","65-74","3","Mixed",236.492125445453
"E12000009",2015,"Females","65-74","4","Mixed",232.331568502843
"E12000009",2015,"Females","65-74","5","Mixed",163.236770236747
"E12000009",2015,"Females","65-74","1","Other",28.9317481166966
"E12000009",2015,"Females","65-74","2","Other",55.6263843225516
"E12000009",2015,"Females","65-74","3","Other",62.1067511407086
"E12000009",2015,"Females","65-74","4","Other",54.3581171895236
"E12000009",2015,"Females","65-74","5","Other",57.4201863919754
"E12000009",2015,"Females","65-74","1","White",22979.1443423918
"E12000009",2015,"Females","65-74","2","White",60979.9424499259
"E12000009",2015,"Females","65-74","3","White",85271.0849714732
"E12000009",2015,"Females","65-74","4","White",81744.2036335606
"E12000009",2015,"Females","65-74","5","White",71789.2433188169
"E12000009",2015,"Females","75-84","1","Asian",172.892905652699
"E12000009",2015,"Females","75-84","2","Asian",158.270700531621
"E12000009",2015,"Females","75-84","3","Asian",177.879317427811
"E12000009",2015,"Females","75-84","4","Asian",214.690627444081
"E12000009",2015,"Females","75-84","5","Asian",196.330354918604
"E12000009",2015,"Females","75-84","1","Black",322.454012237487
"E12000009",2015,"Females","75-84","2","Black",183.276906461271
"E12000009",2015,"Females","75-84","3","Black",116.04650262718
"E12000009",2015,"Females","75-84","4","Black",85.4609416160116
"E12000009",2015,"Females","75-84","5","Black",68.9732212079671
"E12000009",2015,"Females","75-84","1","Mixed",69.1928144500356
"E12000009",2015,"Females","75-84","2","Mixed",96.7256509849014
"E12000009",2015,"Females","75-84","3","Mixed",111.697972203259
"E12000009",2015,"Females","75-84","4","Mixed",111.779294826077
"E12000009",2015,"Females","75-84","5","Mixed",80.3752870179164
"E12000009",2015,"Females","75-84","1","Other",15.8162078896108
"E12000009",2015,"Females","75-84","2","Other",28.0157970005277
"E12000009",2015,"Females","75-84","3","Other",30.9935762283041
"E12000009",2015,"Females","75-84","4","Other",27.6326045211693
"E12000009",2015,"Females","75-84","5","Other",29.8726269987311
"E12000009",2015,"Females","75-84","1","White",15285.644059772
"E12000009",2015,"Females","75-84","2","White",37370.7109450219
"E12000009",2015,"Females","75-84","3","White",51779.3826315128
"E12000009",2015,"Females","75-84","4","White",50563.436531592
"E12000009",2015,"Females","75-84","5","White",45445.4485098561
"E12000009",2015,"Females","85+","1","Asian",50.0705749044755
"E12000009",2015,"Females","85+","2","Asian",43.4290586335728
"E12000009",2015,"Females","85+","3","Asian",46.5628460222515
"E12000009",2015,"Females","85+","4","Asian",54.7753332605176
"E12000009",2015,"Females","85+","5","Asian",51.5169278897537
"E12000009",2015,"Females","85+","1","Black",99.8286363684864
"E12000009",2015,"Females","85+","2","Black",53.7612781997087
"E12000009",2015,"Females","85+","3","Black",32.4734229041744
"E12000009",2015,"Females","85+","4","Black",23.3088885737551
"E12000009",2015,"Females","85+","5","Black",19.3475047974034
"E12000009",2015,"Females","85+","1","Mixed",29.5967543192893
"E12000009",2015,"Females","85+","2","Mixed",39.2011889355938
"E12000009",2015,"Females","85+","3","Mixed",43.1854091583
"E12000009",2015,"Females","85+","4","Mixed",42.1221951012539
"E12000009",2015,"Females","85+","5","Mixed",31.1503354987196
"E12000009",2015,"Females","85+","1","Other",7.47952040345404
"E12000009",2015,"Females","85+","2","Other",12.5530383231599
"E12000009",2015,"Females","85+","3","Other",13.2480431987842
"E12000009",2015,"Females","85+","4","Other",11.5122376539942
"E12000009",2015,"Females","85+","5","Other",12.7997622524003
"E12000009",2015,"Females","85+","1","White",8902.02451398717
"E12000009",2015,"Females","85+","2","White",20621.0554359063
"E12000009",2015,"Females","85+","3","White",27256.5302787224
"E12000009",2015,"Females","85+","4","White",25942.2813454169
"E12000009",2015,"Females","85+","5","White",23980.1854695682
"E12000009",2015,"Males","0-24","1","Asian",5474.13886040019
"E12000009",2015,"Males","0-24","2","Asian",5405.41447610315
"E12000009",2015,"Males","0-24","3","Asian",5455.1850515622
"E12000009",2015,"Males","0-24","4","Asian",4531.73001422532
"E12000009",2015,"Males","0-24","5","Asian",5031.02713714854
"E12000009",2015,"Males","0-24","1","Black",5323.3177469856
"E12000009",2015,"Males","0-24","2","Black",2469.27261160949
"E12000009",2015,"Males","0-24","3","Black",1694.03136333763
"E12000009",2015,"Males","0-24","4","Black",1252.59440215569
"E12000009",2015,"Males","0-24","5","Black",1143.51131997444
"E12000009",2015,"Males","0-24","1","Mixed",5012.00774553363
"E12000009",2015,"Males","0-24","2","Mixed",5507.867212283
"E12000009",2015,"Males","0-24","3","Mixed",5786.17963411814
"E12000009",2015,"Males","0-24","4","Mixed",5317.82680982161
"E12000009",2015,"Males","0-24","5","Mixed",4883.83677061317
"E12000009",2015,"Males","0-24","1","Other",723.900156045545
"E12000009",2015,"Males","0-24","2","Other",725.304209268658
"E12000009",2015,"Males","0-24","3","Other",607.818804707566
"E12000009",2015,"Males","0-24","4","Other",552.75953234281
"E12000009",2015,"Males","0-24","5","Other",554.257421265945
"E12000009",2015,"Males","0-24","1","White",83487.6354911151
"E12000009",2015,"Males","0-24","2","White",144600.14149074
"E12000009",2015,"Males","0-24","3","White",182425.785146247
"E12000009",2015,"Males","0-24","4","White",171538.089241421
"E12000009",2015,"Males","0-24","5","White",150934.367350974
"E12000009",2015,"Males","25-49","1","Asian",5957.25721937639
"E12000009",2015,"Males","25-49","2","Asian",6224.6212191016
"E12000009",2015,"Males","25-49","3","Asian",6337.74320753759
"E12000009",2015,"Males","25-49","4","Asian",5412.6049819463
"E12000009",2015,"Males","25-49","5","Asian",4747.61442986663
"E12000009",2015,"Males","25-49","1","Black",4364.32644138551
"E12000009",2015,"Males","25-49","2","Black",2509.27056951052
"E12000009",2015,"Males","25-49","3","Black",1968.00882367314
"E12000009",2015,"Males","25-49","4","Black",1591.50925161648
"E12000009",2015,"Males","25-49","5","Black",1485.63383181296
"E12000009",2015,"Males","25-49","1","Mixed",2421.23229904568
"E12000009",2015,"Males","25-49","2","Mixed",2760.27390434474
"E12000009",2015,"Males","25-49","3","Mixed",2703.70654149876
"E12000009",2015,"Males","25-49","4","Mixed",2388.9195328975
"E12000009",2015,"Males","25-49","5","Mixed",1839.88970262303
"E12000009",2015,"Males","25-49","1","Other",1097.07178190133
"E12000009",2015,"Males","25-49","2","Other",1193.26974352564
"E12000009",2015,"Males","25-49","3","Other",1013.7060206501
"E12000009",2015,"Males","25-49","4","Other",824.232456717862
"E12000009",2015,"Males","25-49","5","Other",801.207851879005
"E12000009",2015,"Males","25-49","1","White",88486.1122586315
"E12000009",2015,"Males","25-49","2","White",155625.564563555
"E12000009",2015,"Males","25-49","3","White",196507.835406521
"E12000009",2015,"Males","25-49","4","White",184721.733776668
"E12000009",2015,"Males","25-49","5","White",151995.654183714
"E12000009",2015,"Males","50-64","1","Asian",1237.9810656191
"E12000009",2015,"Males","50-64","2","Asian",1153.02256812572
"E12000009",2015,"Males","50-64","3","Asian",1555.82580026612
"E12000009",2015,"Males","50-64","4","Asian",1267.61643582046
"E12000009",2015,"Males","50-64","5","Asian",1186.66886274596
"E12000009",2015,"Males","50-64","1","Black",1343.73572044971
"E12000009",2015,"Males","50-64","2","Black",947.261343545233
"E12000009",2015,"Males","50-64","3","Black",696.203294310502
"E12000009",2015,"Males","50-64","4","Black",521.706404465833
"E12000009",2015,"Males","50-64","5","Black",490.640390261899
"E12000009",2015,"Males","50-64","1","Mixed",590.118411737568
"E12000009",2015,"Males","50-64","2","Mixed",613.644502120066
"E12000009",2015,"Males","50-64","3","Mixed",720.258071387861
"E12000009",2015,"Males","50-64","4","Mixed",581.862178638996
"E12000009",2015,"Males","50-64","5","Mixed",522.463567060366
"E12000009",2015,"Males","50-64","1","Other",207.0924143905
"E12000009",2015,"Males","50-64","2","Other",243.407051203957
"E12000009",2015,"Males","50-64","3","Other",286.062043826096
"E12000009",2015,"Males","50-64","4","Other",292.198771246524
"E12000009",2015,"Males","50-64","5","Other",286.735823403494
"E12000009",2015,"Males","50-64","1","White",45943.0723878226
"E12000009",2015,"Males","50-64","2","White",97824.6645350072
"E12000009",2015,"Males","50-64","3","White",132478.650790203
"E12000009",2015,"Males","50-64","4","White",124092.616209819
"E12000009",2015,"Males","50-64","5","White",106288.491356522
"E12000009",2015,"Males","65-74","1","Asian",286.432025345406
"E12000009",2015,"Males","65-74","2","Asian",307.294227268257
"E12000009",2015,"Males","65-74","3","Asian",338.145204665992
"E12000009",2015,"Males","65-74","4","Asian",366.522396296803
"E12000009",2015,"Males","65-74","5","Asian",308.117275325117
"E12000009",2015,"Males","65-74","1","Black",285.586465738457
"E12000009",2015,"Males","65-74","2","Black",160.425723849577
"E12000009",2015,"Males","65-74","3","Black",100.755062442764
"E12000009",2015,"Males","65-74","4","Black",69.2978569172968
"E12000009",2015,"Males","65-74","5","Black",71.5851973077094
"E12000009",2015,"Males","65-74","1","Mixed",133.852648639835
"E12000009",2015,"Males","65-74","2","Mixed",189.555249600338
"E12000009",2015,"Males","65-74","3","Mixed",218.595516921993
"E12000009",2015,"Males","65-74","4","Mixed",171.098110495724
"E12000009",2015,"Males","65-74","5","Mixed",151.03329990273
"E12000009",2015,"Males","65-74","1","Other",53.8962679689678
"E12000009",2015,"Males","65-74","2","Other",105.669655625703
"E12000009",2015,"Males","65-74","3","Other",77.591516591854
"E12000009",2015,"Males","65-74","4","Other",77.6162872357252
"E12000009",2015,"Males","65-74","5","Other",92.0387506321765
"E12000009",2015,"Males","65-74","1","White",22235.23259227
"E12000009",2015,"Males","65-74","2","White",57917.0551436513
"E12000009",2015,"Males","65-74","3","White",80822.912699392
"E12000009",2015,"Males","65-74","4","White",75845.4653490703
"E12000009",2015,"Males","65-74","5","White",65165.2254768439
"E12000009",2015,"Males","75-84","1","Asian",146.542412609425
"E12000009",2015,"Males","75-84","2","Asian",158.310028138193
"E12000009",2015,"Males","75-84","3","Asian",178.418785699883
"E12000009",2015,"Males","75-84","4","Asian",201.647510892701
"E12000009",2015,"Males","75-84","5","Asian",175.684015575952
"E12000009",2015,"Males","75-84","1","Black",264.33311550516
"E12000009",2015,"Males","75-84","2","Black",149.520321158683
"E12000009",2015,"Males","75-84","3","Black",96.1781484797386
"E12000009",2015,"Males","75-84","4","Black",68.9738298887424
"E12000009",2015,"Males","75-84","5","Black",73.8433883673089
"E12000009",2015,"Males","75-84","1","Mixed",62.7967675859278
"E12000009",2015,"Males","75-84","2","Mixed",89.5485168659478
"E12000009",2015,"Males","75-84","3","Mixed",105.766261549454
"E12000009",2015,"Males","75-84","4","Mixed",86.3189439293432
"E12000009",2015,"Males","75-84","5","Mixed",78.9691509542393
"E12000009",2015,"Males","75-84","1","Other",18.3372251025509
